"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Paper","Hillsboro","Wrap Bag","36","Ray Morgan","Small Business","Office Supplies","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book","2012-11-27","91256","Not Specified","97123","West","25224","2012-11-29","Express Air","Oregon","2.00%","26.20%","1","29","38.00%","$71 ","$273 ","$4 ","$9 "
"Paper","Hillsboro","Small Box","36","Ray Morgan","Small Business","Office Supplies","Xerox 1968","2012-11-27","91256","Not Specified","97123","West","25225","2012-11-29","Regular Air","Oregon","3.00%","7.70%","1","10","37.00%","$6 ","$74 ","$6 ","$7 "
"Paper","Keizer","Small Box","37","Stacy Chandler","Small Business","Office Supplies","Xerox 1978","2012-11-27","91256","Not Specified","97303","West","25226","2012-11-30","Regular Air","Oregon","10.00%","12.30%","1","11","36.00%","$8 ","$63 ","$6 ","$6 "
"Pens  and  Art Supplies","Alton","Wrap Bag","39","Ian L ODonnell","Corporate","Office Supplies","Newell 323","2011-07-03","88682","Medium","62002","Central","20935","2011-07-04","Regular Air","Illinois","2.00%","-178.40%","1","10","59.00%","($31)","$17 ","$2 ","$2 "
"Pens  and  Art Supplies","Alton","Wrap Bag","39","Ian L ODonnell","Corporate","Office Supplies","SANFORD Major Accent Highlighters","2011-07-03","88682","Medium","62002","Central","20936","2011-07-05","Regular Air","Illinois","10.00%","26.20%","1","14","47.00%","$24 ","$91 ","$2 ","$7 "
"Pens  and  Art Supplies","Alton","Small Pack","39","Ian L ODonnell","Corporate","Office Supplies","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","2013-06-12","88684","Critical","62002","Central","18911","2013-06-15","Express Air","Illinois","7.00%","-13.60%","1","4","57.00%","($15)","$114 ","$9 ","$28 "
"Storage  and  Organization","Anacortes","Medium Box","40","Seth Grimes","Corporate","Office Supplies","Iris Project Case","2013-03-21","88683","Not Specified","98221","West","18673","2013-03-23","Regular Air","Washington","9.00%","-230.70%","1","4","59.00%","($71)","$31 ","$7 ","$8 "
"Telephones and Communication","Puyallup","Small Box","42","Alexandra Fuller","Consumer","Technology","KF 788","2012-11-05","91455","Not Specified","98373","West","22406","2012-11-06","Regular Air","Washington","9.00%","8.10%","1","8","56.00%","$24 ","$300 ","$5 ","$46 "
"Office Furnishings","Puyallup","Small Box","42","Alexandra Fuller","Consumer","Furniture","6 Cubicle Wall Clock, Black","2013-11-26","91458","Not Specified","98373","West","23753","2013-11-29","Regular Air","Washington","7.00%","21.80%","1","36","49.00%","$63 ","$292 ","$8 ","$8 "
"Telephones and Communication","Puyallup","Small Pack","42","Alexandra Fuller","Consumer","Technology","Accessory29","2013-11-26","91458","Not Specified","98373","West","23754","2013-11-27","Regular Air","Washington","3.00%","27.30%","1","9","83.00%","$43 ","$158 ","$1 ","$21 "
"Office Machines","Redmond","Small Box","43","Theodore Moran","Consumer","Technology","AT and T 2230 Dual Handset Phone With Caller ID/Call Waiting","2010-11-10","91454","High","98052","West","25933","2010-11-11","Regular Air","Washington","0.00%","4.00%","1","6","52.00%","$26 ","$647 ","$20 ","$100 "
"Scissors, Rulers and Trimmers","Redmond","Small Pack","43","Theodore Moran","Consumer","Office Supplies","Acme Forged Steel Scissors with Black Enamel Handles","2013-02-26","91456","Low","98052","West","25438","2013-03-04","Regular Air","Washington","5.00%","-21.20%","1","9","56.00%","($18)","$83 ","$4 ","$9 "
"Chairs  and  Chairmats","Redmond","Jumbo Drum","43","Theodore Moran","Consumer","Furniture","Global Deluxe Office Fabric Chairs","2013-08-30","91457","Critical","98052","West","25331","2013-09-01","Delivery Truck","Washington","6.00%","-24.10%","1","15","58.00%","($336)","$1,397 ","$58 ","$96 "
"Appliances","Coppell","Small Box","45","Melinda Sloan","Home Office","Office Supplies","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","2012-02-24","91578","Medium","75019","Central","23651","2012-02-26","Regular Air","Texas","10.00%","69.00%","1","13","56.00%","$339 ","$491 ","$4 ","$39 "
"Rubber Bands","Coppell","Wrap Bag","45","Melinda Sloan","Home Office","Office Supplies","Advantus Push Pins, Aluminum Head","2012-09-23","91579","Not Specified","75019","Central","25399","2012-09-23","Regular Air","Texas","8.00%","-52.40%","1","18","54.00%","($51)","$98 ","$3 ","$6 "
"Computer Peripherals","Colonial Heights","Small Box","46","Anne Nguyen","Home Office","Technology","Microsoft Multimedia Keyboard","2012-09-23","91579","Not Specified","23834","South","25397","2012-09-25","Regular Air","Virginia","0.00%","22.90%","1","3","74.00%","$22 ","$95 ","$4 ","$31 "
"Office Furnishings","Colonial Heights","Small Pack","46","Anne Nguyen","Home Office","Furniture","Executive Impressions 12 Wall Clock","2012-09-23","91579","Not Specified","23834","South","25398","2012-09-25","Regular Air","Virginia","0.00%","-21.20%","1","20","47.00%","($78)","$368 ","$9 ","$18 "
"Office Machines","Springfield","Medium Box","48","Geoffrey Hewitt","Corporate","Technology","Canon P1-DHIII Palm Printing Calculator","2011-08-15","87712","Medium","62701","Central","20727","2011-08-15","Regular Air","Illinois","6.00%","-130.40%","1","1","40.00%","($28)","$21 ","$9 ","$18 "
"Labels","Springfield","Small Box","48","Geoffrey Hewitt","Corporate","Office Supplies","Avery 506","2012-08-13","87713","Medium","62701","Central","19337","2012-08-16","Regular Air","Illinois","7.00%","69.00%","1","22","39.00%","$61 ","$88 ","$1 ","$4 "
"Labels","Springfield","Small Box","48","Geoffrey Hewitt","Corporate","Office Supplies","Self-Adhesive Address Labels for Typewriters by Universal","2012-10-10","87714","High","62701","Central","18362","2012-10-11","Regular Air","Illinois","3.00%","69.00%","1","19","38.00%","$95 ","$137 ","$0 ","$7 "
"Telephones and Communication","Springfield","Wrap Bag","48","Geoffrey Hewitt","Corporate","Technology","Accessory37","2012-10-10","87714","High","62701","Central","18363","2012-10-11","Regular Air","Illinois","1.00%","-40.00%","1","12","81.00%","($85)","$213 ","$3 ","$21 "
"Computer Peripherals","Springfield","Small Pack","48","Geoffrey Hewitt","Corporate","Technology","Verbatim DVD-R 4.7GB authoring disc","2013-01-11","87715","High","62701","Central","20726","2013-01-12","Regular Air","Illinois","6.00%","69.00%","1","9","51.00%","$229 ","$332 ","$2 ","$39 "
"Appliances","Streamwood","Small Box","49","Terri Lyons","Corporate","Office Supplies","Fellowes Command Center 5-outlet power strip","2011-03-29","87710","High","60107","Central","23944","2011-03-29","Regular Air","Illinois","8.00%","-19.80%","1","1","58.00%","($13)","$65 ","$1 ","$68 "
"Envelopes","Streamwood","Small Box","49","Terri Lyons","Corporate","Office Supplies","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes","2011-05-18","87711","High","60107","Central","21138","2011-05-19","Express Air","Illinois","4.00%","47.10%","1","1","36.00%","$7 ","$15 ","$1 ","$8 "
"Binders and Binder Accessories","Streamwood","Small Box","49","Terri Lyons","Corporate","Office Supplies","GBC Binding covers","2011-08-15","87712","Medium","60107","Central","20728","2011-08-17","Regular Air","Illinois","4.00%","27.20%","1","5","40.00%","$19 ","$69 ","$5 ","$13 "
"Telephones and Communication","Streamwood","Small Box","49","Terri Lyons","Corporate","Technology","3390","2013-02-17","87716","Low","60107","Central","23662","2013-02-19","Regular Air","Illinois","0.00%","69.00%","1","10","57.00%","$392 ","$568 ","$5 ","$66 "
"Computer Peripherals","Streamwood","Small Box","49","Terri Lyons","Corporate","Technology","Fellowes 17-key keypad for PS/2 interface","2013-03-02","87717","Medium","60107","Central","23802","2013-03-03","Regular Air","Illinois","10.00%","-21.70%","1","7","75.00%","($45)","$208 ","$4 ","$31 "
"Office Machines","Streamwood","Jumbo Drum","49","Terri Lyons","Corporate","Technology","Hewlett-Packard Deskjet 6122 Color Inkjet Printer","2013-03-12","87718","Critical","60107","Central","21300","2013-03-14","Delivery Truck","Illinois","6.00%","69.00%","1","4","36.00%","$527 ","$763 ","$16 ","$201 "
"Pens  and  Art Supplies","Streamwood","Wrap Bag","49","Terri Lyons","Corporate","Office Supplies","12 Colored Short Pencils","2013-10-06","87719","Medium","60107","Central","22691","2013-10-07","Regular Air","Illinois","9.00%","-106.30%","1","6","58.00%","($18)","$17 ","$2 ","$3 "
"Storage  and  Organization","Streamwood","Small Box","49","Terri Lyons","Corporate","Office Supplies","Pizazz Global Quick File","2013-10-06","87719","Medium","60107","Central","22692","2013-10-08","Regular Air","Illinois","7.00%","-47.70%","1","4","57.00%","($30)","$64 ","$8 ","$15 "
"Chairs  and  Chairmats","Tinley Park","Large Box","50","Dawn Bailey","Corporate","Furniture","SAFCO Arco Folding Chair","2011-03-29","87710","High","60477","Central","23945","2011-04-01","Regular Air","Illinois","4.00%","69.00%","1","8","","$1,585 ","$2,297 ","$24 ","$276 "
"Telephones and Communication","Puyallup","Small Box","52","Lorraine Kelly","Corporate","Technology","6160","2010-09-10","88426","Not Specified","98373","West","18551","2010-09-10","Regular Air","Washington","0.00%","25.90%","1","6","57.00%","$163 ","$627 ","$3 ","$116 "
"Computer Peripherals","Puyallup","Small Pack","52","Lorraine Kelly","Corporate","Technology","TDK 4.7GB DVD-R Spindle, 15/Pack","2011-09-10","88427","Critical","98373","West","19341","2011-09-11","Regular Air","Washington","2.00%","69.00%","1","13","42.00%","$378 ","$548 ","$2 ","$41 "
"Office Furnishings","Puyallup","Wrap Bag","52","Lorraine Kelly","Corporate","Furniture","Deflect-O Glasstique Clear Desk Accessories","2012-11-06","88428","Critical","98373","West","18666","2012-11-07","Regular Air","Washington","8.00%","2.60%","1","17","52.00%","$3 ","$130 ","$4 ","$8 "
"Office Machines","Redmond","Jumbo Box","53","Sidney Russell Austin","Corporate","Technology","Okidata Pacemark 4410N Wide Format Dot Matrix Printer","2010-07-28","88425","Critical","98052","West","22117","2010-07-30","Delivery Truck","Washington","7.00%","-211.90%","1","1","57.00%","($6,924)","$3,268 ","$9 ","$3,502 "
"Paper","Redmond","Small Box","53","Sidney Russell Austin","Corporate","Office Supplies","Xerox 1903","2010-09-10","88426","Not Specified","98052","West","18552","2010-09-11","Regular Air","Washington","2.00%","-61.20%","1","17","36.00%","($67)","$110 ","$6 ","$6 "
"Labels","Redmond","Small Box","53","Sidney Russell Austin","Corporate","Office Supplies","Avery 481","2013-02-19","88429","Low","98052","West","21677","2013-02-21","Regular Air","Washington","9.00%","69.00%","1","11","37.00%","$23 ","$34 ","$1 ","$3 "
"Tables","Syracuse","Jumbo Box","55","Marvin Hawley","Home Office","Furniture","Hon 61000 Series Interactive Training Tables","2011-10-06","88076","High","13210","East","19968","2011-10-07","Delivery Truck","New York","3.00%","-227.00%","1","14","67.00%","($1,513)","$667 ","$47 ","$44 "
"Bookcases","Syracuse","Jumbo Box","55","Marvin Hawley","Consumer","Furniture","OSullivan Elevations Bookcase, Cherry Finish","2011-10-20","88077","Low","13210","East","19969","2011-10-25","Delivery Truck","New York","7.00%","-50.80%","1","6","69.00%","($414)","$815 ","$55 ","$131 "
"Office Furnishings","Syracuse","Small Pack","55","Marvin Hawley","Consumer","Furniture","Artistic Insta-Plaque","2013-04-10","88081","Low","13210","East","18469","2013-04-10","Regular Air","New York","1.00%","69.00%","1","2","46.00%","$24 ","$34 ","$4 ","$16 "
"Tables","Syracuse","Large Box","55","Marvin Hawley","Consumer","Furniture","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","2013-04-10","88081","Low","13210","East","18470","2013-04-14","Express Air","New York","4.00%","7.20%","1","11","68.00%","$55 ","$762 ","$69 ","$71 "
"Binders and Binder Accessories","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Office Supplies","Durable Pressboard Binders","2010-10-20","88075","Medium","14150","East","20697","2010-10-21","Regular Air","New York","6.00%","26.70%","1","20","38.00%","$20 ","$74 ","$1 ","$4 "
"Pens  and  Art Supplies","Tonawanda","Wrap Bag","56","Randall Montgomery","Consumer","Office Supplies","Newell 310","2010-10-20","88075","Medium","14150","East","20698","2010-10-21","Regular Air","New York","6.00%","-5.60%","1","17","56.00%","($2)","$30 ","$1 ","$2 "
"Paper","Tonawanda","Wrap Bag","56","Randall Montgomery","Consumer","Office Supplies","TOPS Voice Message Log Book, Flash Format","2011-10-20","88077","Low","14150","East","19970","2011-10-27","Regular Air","New York","4.00%","-7.20%","1","23","36.00%","($8)","$110 ","$3 ","$5 "
"Pens  and  Art Supplies","Tonawanda","Wrap Bag","56","Randall Montgomery","Consumer","Office Supplies","Newell 312","2013-01-11","88079","High","14150","East","24218","2013-01-13","Express Air","New York","1.00%","68.50%","1","11","55.00%","$47 ","$69 ","$1 ","$6 "
"Binders and Binder Accessories","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Office Supplies","Storex Dura Pro Binders","2013-02-08","88080","Not Specified","14150","East","23305","2013-02-09","Regular Air","New York","10.00%","-515.50%","1","7","38.00%","($211)","$41 ","$10 ","$6 "
"Telephones and Communication","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Technology","6190","2013-02-08","88080","Not Specified","14150","East","23306","2013-02-09","Regular Air","New York","10.00%","59.80%","1","6","55.00%","$186 ","$312 ","$3 ","$66 "
"Binders and Binder Accessories","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Office Supplies","GBC DocuBind 300 Electric Binding Machine","2013-12-27","88082","Low","14150","East","22008","2013-12-30","Regular Air","New York","10.00%","69.00%","1","15","37.00%","$5,291 ","$7,669 ","$20 ","$526 "
"Telephones and Communication","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Technology","5185","2013-12-27","88082","Low","14150","East","22009","2013-12-29","Regular Air","New York","10.00%","60.60%","1","21","58.00%","$1,177 ","$1,942 ","$9 ","$116 "
"Pens  and  Art Supplies","Troy","Small Pack","57","Kimberly Epstein","Consumer","Office Supplies","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","2012-01-21","88078","Medium","12180","East","26008","2012-01-23","Regular Air","New York","6.00%","-119.30%","1","10","58.00%","($144)","$121 ","$8 ","$12 "
"Paper","Port Arthur","Small Box","59","Rose Lassiter","Small Business","Office Supplies","Xerox 1930","2013-02-23","87413","Critical","77642","Central","19277","2013-02-25","Express Air","Texas","8.00%","-187.30%","1","8","36.00%","($97)","$52 ","$7 ","$6 "
"Pens  and  Art Supplies","Port Arthur","Wrap Bag","59","Rose Lassiter","Small Business","Office Supplies","Newell 339","2013-02-23","87413","Critical","77642","Central","19278","2013-02-25","Regular Air","Texas","2.00%","4.50%","1","6","59.00%","$1 ","$17 ","$1 ","$3 "
"Appliances","Port Arthur","Small Box","59","Rose Lassiter","Corporate","Office Supplies","Hoover Replacement Belts For Soft Guard  and  Commercial Ltweight Upright Vacs, 2/Pk","2013-03-14","87416","Critical","77642","Central","18289","2013-03-15","Regular Air","Texas","0.00%","-344.90%","1","11","59.00%","($157)","$46 ","$5 ","$4 "
"Chairs  and  Chairmats","Port Arthur","Jumbo Drum","59","Rose Lassiter","Corporate","Furniture","DMI Arturo Collection Mission-style Design Wood Chair","2013-04-03","87417","Not Specified","77642","Central","19903","2013-04-04","Delivery Truck","Texas","9.00%","-30.80%","1","5","59.00%","($232)","$751 ","$57 ","$151 "
"Storage  and  Organization","Port Arthur","Large Box","59","Rose Lassiter","Corporate","Office Supplies","Eldon Base for stackable storage shelf, platinum","2013-04-03","87417","Not Specified","77642","Central","19904","2013-04-04","Regular Air","Texas","2.00%","-283.90%","1","10","80.00%","($1,120)","$394 ","$35 ","$39 "
"Binders and Binder Accessories","Richardson","Small Box","60","Sheila Warren","Small Business","Office Supplies","Avery Durable Slant Ring Binders With Label Holder","2012-06-10","87410","Medium","75080","Central","20292","2012-06-12","Regular Air","Texas","8.00%","-37.10%","1","16","37.00%","($24)","$65 ","$3 ","$4 "
"Pens  and  Art Supplies","Richardson","Wrap Bag","60","Sheila Warren","Small Business","Office Supplies","Newell 340","2012-06-10","87410","Medium","75080","Central","20293","2012-06-12","Regular Air","Texas","3.00%","42.00%","1","20","56.00%","$24 ","$57 ","$1 ","$3 "
"Chairs  and  Chairmats","Richardson","Jumbo Drum","60","Sheila Warren","Corporate","Furniture","Global Leather Task Chair, Black","2013-07-21","87420","High","75080","Central","20427","2013-07-21","Delivery Truck","Texas","8.00%","-92.20%","1","2","66.00%","($180)","$196 ","$42 ","$90 "
