"Category","City","Container","Customer_ID","Customer_Name","Customer_Segment","Department","Item","Order_Date","Order_ID","Order_Priority","Postal_Code","Region","Row_ID","Ship_Date","Ship_Mode","State","Discount","Gross_Profit_Ratio","Number_of_Records","Order_Quantity","Product_Base_Margin","Profit","Sales","Shipping_Cost","Unit_Price"
"Appliances","Coppell","Small Box","45","Melinda Sloan","Home Office","Office Supplies","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","2/24/12","91578","Medium","75019","Central","23651","2/26/12","Regular Air","Texas","10.00","69.00","1","13","56.00","339","491","4","39"
"Rubber Bands","Coppell","Wrap Bag","45","Melinda Sloan","Home Office","Office Supplies","Advantus Push Pins, Aluminum Head","9/23/12","91579","Not Specified","75019","Central","25399","9/23/12","Regular Air","Texas","8.00","-52.40","1","18","54.00","51","98","3","6"
"Computer Peripherals","Colonial Heights","Small Box","46","Anne Nguyen","Home Office","Technology","Microsoft Multimedia Keyboard","9/23/12","91579","Not Specified","23834","South","25397","9/25/12","Regular Air","Virginia","0.00","22.90","1","3","74.00","22","95","4","31"
"Office Furnishings","Colonial Heights","Small Pack","46","Anne Nguyen","Home Office","Furniture","Executive Impressions 12 Wall Clock","9/23/12","91579","Not Specified","23834","South","25398","9/25/12","Regular Air","Virginia","0.00","-21.20","1","20","47.00","78","368","9","18"
"Office Machines","Springfield","Medium Box","48","Geoffrey Hewitt","Corporate","Technology","Canon P1-DHIII Palm Printing Calculator","8/15/11","87712","Medium","62701","Central","20727","8/15/11","Regular Air","Illinois","6.00","-130.40","1","1","40.00","28","21","9","18"
"Labels","Springfield","Small Box","48","Geoffrey Hewitt","Corporate","Office Supplies","Avery 506","8/13/12","87713","Medium","62701","Central","19337","8/16/12","Regular Air","Illinois","7.00","69.00","1","22","39.00","61","88","1","4"
"Labels","Springfield","Small Box","48","Geoffrey Hewitt","Corporate","Office Supplies","Self-Adhesive Address Labels for Typewriters by Universal","10/10/12","87714","High","62701","Central","18362","10/11/12","Regular Air","Illinois","3.00","69.00","1","19","38.00","95","137","0","7"
"Telephones and Communication","Springfield","Wrap Bag","48","Geoffrey Hewitt","Corporate","Technology","Accessory37","10/10/12","87714","High","62701","Central","18363","10/11/12","Regular Air","Illinois","1.00","-40.00","1","12","81.00","85","213","3","21"
"Computer Peripherals","Springfield","Small Pack","48","Geoffrey Hewitt","Corporate","Technology","Verbatim DVD-R 4.7GB authoring disc","1/11/13","87715","High","62701","Central","20726","1/12/13","Regular Air","Illinois","6.00","69.00","1","9","51.00","229","332","2","39"
"Appliances","Streamwood","Small Box","49","Terri Lyons","Corporate","Office Supplies","Fellowes Command Center 5-outlet power strip","3/29/11","87710","High","60107","Central","23944","3/29/11","Regular Air","Illinois","8.00","-19.80","1","1","58.00","13","65","1","68"
"Envelopes","Streamwood","Small Box","49","Terri Lyons","Corporate","Office Supplies","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes","5/18/11","87711","High","60107","Central","21138","5/19/11","Express Air","Illinois","4.00","47.10","1","1","36.00","7","15","1","8"
"Binders and Binder Accessories","Streamwood","Small Box","49","Terri Lyons","Corporate","Office Supplies","GBC Binding covers","8/15/11","87712","Medium","60107","Central","20728","8/17/11","Regular Air","Illinois","4.00","27.20","1","5","40.00","19","69","5","13"
"Telephones and Communication","Streamwood","Small Box","49","Terri Lyons","Corporate","Technology","3390","2/17/13","87716","Low","60107","Central","23662","2/19/13","Regular Air","Illinois","0.00","69.00","1","10","57.00","392","568","5","66"
"Computer Peripherals","Streamwood","Small Box","49","Terri Lyons","Corporate","Technology","Fellowes 17-key keypad for PS/2 interface","3/2/13","87717","Medium","60107","Central","23802","3/3/13","Regular Air","Illinois","10.00","-21.70","1","7","75.00","45","208","4","31"
"Office Machines","Streamwood","Jumbo Drum","49","Terri Lyons","Corporate","Technology","Hewlett-Packard Deskjet 6122 Color Inkjet Printer","3/12/13","87718","Critical","60107","Central","21300","3/14/13","Delivery Truck","Illinois","6.00","69.00","1","4","36.00","527","763","16","201"
"Pens  and  Art Supplies","Streamwood","Wrap Bag","49","Terri Lyons","Corporate","Office Supplies","12 Colored Short Pencils","10/6/13","87719","Medium","60107","Central","22691","10/7/13","Regular Air","Illinois","9.00","-106.30","1","6","58.00","18","17","2","3"
"Storage  and  Organization","Streamwood","Small Box","49","Terri Lyons","Corporate","Office Supplies","Pizazz Global Quick File","10/6/13","87719","Medium","60107","Central","22692","10/8/13","Regular Air","Illinois","7.00","-47.70","1","4","57.00","30","64","8","15"
"Chairs  and  Chairmats","Tinley Park","Large Box","50","Dawn Bailey","Corporate","Furniture","SAFCO Arco Folding Chair","3/29/11","87710","High","60477","Central","23945","4/1/11","Regular Air","Illinois","4.00","69.00","1","8","","1585","2297","24","276"
"Telephones and Communication","Puyallup","Small Box","52","Lorraine Kelly","Corporate","Technology","6160","9/10/10","88426","Not Specified","98373","West","18551","9/10/10","Regular Air","Washington","0.00","25.90","1","6","57.00","163","627","3","116"
"Computer Peripherals","Puyallup","Small Pack","52","Lorraine Kelly","Corporate","Technology","TDK 4.7GB DVD-R Spindle, 15/Pack","9/10/11","88427","Critical","98373","West","19341","9/11/11","Regular Air","Washington","2.00","69.00","1","13","42.00","378","548","2","41"
"Office Furnishings","Puyallup","Wrap Bag","52","Lorraine Kelly","Corporate","Furniture","Deflect-O Glasstique Clear Desk Accessories","11/6/12","88428","Critical","98373","West","18666","11/7/12","Regular Air","Washington","8.00","2.60","1","17","52.00","3","130","4","8"
"Office Machines","Redmond","Jumbo Box","53","Sidney Russell Austin","Corporate","Technology","Okidata Pacemark 4410N Wide Format Dot Matrix Printer","7/28/10","88425","Critical","98052","West","22117","7/30/10","Delivery Truck","Washington","7.00","-211.90","1","1","57.00","6924","3268","9","3502"
"Paper","Redmond","Small Box","53","Sidney Russell Austin","Corporate","Office Supplies","Xerox 1903","9/10/10","88426","Not Specified","98052","West","18552","9/11/10","Regular Air","Washington","2.00","-61.20","1","17","36.00","67","110","6","6"
"Labels","Redmond","Small Box","53","Sidney Russell Austin","Corporate","Office Supplies","Avery 481","2/19/13","88429","Low","98052","West","21677","2/21/13","Regular Air","Washington","9.00","69.00","1","11","37.00","23","34","1","3"
"Tables","Syracuse","Jumbo Box","55","Marvin Hawley","Home Office","Furniture","Hon 61000 Series Interactive Training Tables","10/6/11","88076","High","13210","East","19968","10/7/11","Delivery Truck","New York","3.00","-227.00","1","14","67.00","1513","667","47","44"
"Bookcases","Syracuse","Jumbo Box","55","Marvin Hawley","Consumer","Furniture","OSullivan Elevations Bookcase, Cherry Finish","10/20/11","88077","Low","13210","East","19969","10/25/11","Delivery Truck","New York","7.00","-50.80","1","6","69.00","414","815","55","131"
"Office Furnishings","Syracuse","Small Pack","55","Marvin Hawley","Consumer","Furniture","Artistic Insta-Plaque","4/10/13","88081","Low","13210","East","18469","4/10/13","Regular Air","New York","1.00","69.00","1","2","46.00","24","34","4","16"
"Tables","Syracuse","Large Box","55","Marvin Hawley","Consumer","Furniture","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","4/10/13","88081","Low","13210","East","18470","4/14/13","Express Air","New York","4.00","7.20","1","11","68.00","55","762","69","71"
"Binders and Binder Accessories","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Office Supplies","Durable Pressboard Binders","10/20/10","88075","Medium","14150","East","20697","10/21/10","Regular Air","New York","6.00","26.70","1","20","38.00","20","74","1","4"
"Pens  and  Art Supplies","Tonawanda","Wrap Bag","56","Randall Montgomery","Consumer","Office Supplies","Newell 310","10/20/10","88075","Medium","14150","East","20698","10/21/10","Regular Air","New York","6.00","-5.60","1","17","56.00","2","30","1","2"
"Paper","Tonawanda","Wrap Bag","56","Randall Montgomery","Consumer","Office Supplies","TOPS Voice Message Log Book, Flash Format","10/20/11","88077","Low","14150","East","19970","10/27/11","Regular Air","New York","4.00","-7.20","1","23","36.00","8","110","3","5"
"Pens  and  Art Supplies","Tonawanda","Wrap Bag","56","Randall Montgomery","Consumer","Office Supplies","Newell 312","1/11/13","88079","High","14150","East","24218","1/13/13","Express Air","New York","1.00","68.50","1","11","55.00","47","69","1","6"
"Binders and Binder Accessories","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Office Supplies","Storex Dura Pro Binders","2/8/13","88080","Not Specified","14150","East","23305","2/9/13","Regular Air","New York","10.00","-515.50","1","7","38.00","211","41","10","6"
"Telephones and Communication","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Technology","6190","2/8/13","88080","Not Specified","14150","East","23306","2/9/13","Regular Air","New York","10.00","59.80","1","6","55.00","186","312","3","66"
"Binders and Binder Accessories","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Office Supplies","GBC DocuBind 300 Electric Binding Machine","12/27/13","88082","Low","14150","East","22008","12/30/13","Regular Air","New York","10.00","69.00","1","15","37.00","5291","7669","20","526"
"Telephones and Communication","Tonawanda","Small Box","56","Randall Montgomery","Consumer","Technology","5185","12/27/13","88082","Low","14150","East","22009","12/29/13","Regular Air","New York","10.00","60.60","1","21","58.00","1177","1942","9","116"
"Pens  and  Art Supplies","Troy","Small Pack","57","Kimberly Epstein","Consumer","Office Supplies","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black","1/21/12","88078","Medium","12180","East","26008","1/23/12","Regular Air","New York","6.00","-119.30","1","10","58.00","144","121","8","12"
"Paper","Port Arthur","Small Box","59","Rose Lassiter","Small Business","Office Supplies","Xerox 1930","2/23/13","87413","Critical","77642","Central","19277","2/25/13","Express Air","Texas","8.00","-187.30","1","8","36.00","97","52","7","6"
"Pens  and  Art Supplies","Port Arthur","Wrap Bag","59","Rose Lassiter","Small Business","Office Supplies","Newell 339","2/23/13","87413","Critical","77642","Central","19278","2/25/13","Regular Air","Texas","2.00","4.50","1","6","59.00","1","17","1","3"
"Appliances","Port Arthur","Small Box","59","Rose Lassiter","Corporate","Office Supplies","Hoover Replacement Belts For Soft Guard  and  Commercial Ltweight Upright Vacs, 2/Pk","3/14/13","87416","Critical","77642","Central","18289","3/15/13","Regular Air","Texas","0.00","-344.90","1","11","59.00","157","46","5","4"
"Chairs  and  Chairmats","Port Arthur","Jumbo Drum","59","Rose Lassiter","Corporate","Furniture","DMI Arturo Collection Mission-style Design Wood Chair","4/3/13","87417","Not Specified","77642","Central","19903","4/4/13","Delivery Truck","Texas","9.00","-30.80","1","5","59.00","232","751","57","151"
"Storage  and  Organization","Port Arthur","Large Box","59","Rose Lassiter","Corporate","Office Supplies","Eldon Base for stackable storage shelf, platinum","4/3/13","87417","Not Specified","77642","Central","19904","4/4/13","Regular Air","Texas","2.00","-283.90","1","10","80.00","1120","394","35","39"
"Binders and Binder Accessories","Richardson","Small Box","60","Sheila Warren","Small Business","Office Supplies","Avery Durable Slant Ring Binders With Label Holder","6/10/12","87410","Medium","75080","Central","20292","6/12/12","Regular Air","Texas","8.00","-37.10","1","16","37.00","24","65","3","4"
"Pens  and  Art Supplies","Richardson","Wrap Bag","60","Sheila Warren","Small Business","Office Supplies","Newell 340","6/10/12","87410","Medium","75080","Central","20293","6/12/12","Regular Air","Texas","3.00","42.00","1","20","56.00","24","57","1","3"
"Chairs  and  Chairmats","Richardson","Jumbo Drum","60","Sheila Warren","Corporate","Furniture","Global Leather Task Chair, Black","7/21/13","87420","High","75080","Central","20427","7/21/13","Delivery Truck","Texas","8.00","-92.20","1","2","66.00","180","196","42","90"
"Bookcases","Rosenberg","Jumbo Box","61","Charlotte Stanton","Small Business","Furniture","OSullivan 5-Shelf Heavy-Duty Bookcases","11/18/11","87409","Medium","77471","Central","22867","11/18/11","Delivery Truck","Texas","5.00","8.10","1","28","60.00","185","2292","56","82"
"Rubber Bands","Rosenberg","Wrap Bag","61","Charlotte Stanton","Corporate","Office Supplies","Staples Bulk Pack Metal Binder Clips","10/7/12","87411","Low","77471","Central","21091","10/16/12","Regular Air","Texas","3.00","61.40","1","20","35.00","77","126","2","6"
"Pens  and  Art Supplies","Rosenberg","Wrap Bag","61","Charlotte Stanton","Small Business","Office Supplies","Peel-Off China Markers","2/13/13","87412","Not Specified","77471","Central","22811","2/16/13","Regular Air","Texas","10.00","69.00","1","4","43.00","25","36","1","10"
"Paper","Rosenberg","Small Box","61","Charlotte Stanton","Small Business","Office Supplies","Xerox 191","3/2/13","87414","High","77471","Central","21820","3/3/13","Regular Air","Texas","4.00","69.00","1","5","38.00","68","98","6","20"
"Computer Peripherals","Rosenberg","Small Pack","61","Charlotte Stanton","Corporate","Technology","Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel","11/11/13","87422","High","77471","Central","22423","11/14/13","Regular Air","Texas","0.00","52.10","1","15","43.00","174","334","2","22"
"Computer Peripherals","Rosenberg","Small Pack","61","Charlotte Stanton","Corporate","Technology","Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS","11/11/13","87422","High","77471","Central","22424","11/12/13","Regular Air","Texas","0.00","64.60","1","22","50.00","433","671","2","30"
"Paper","Round Rock","Small Box","62","Pam Gilbert","Corporate","Office Supplies","Xerox 193","11/9/10","87407","High","78664","Central","22890","11/11/10","Regular Air","Texas","2.00","9.40","1","3","36.00","2","23","5","6"
"Paper","Round Rock","Wrap Bag","62","Pam Gilbert","Corporate","Office Supplies","Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate","12/12/10","87408","High","78664","Central","25354","12/14/10","Regular Air","Texas","4.00","69.00","1","17","38.00","349","506","5","29"
"Pens  and  Art Supplies","Round Rock","Wrap Bag","62","Pam Gilbert","Corporate","Office Supplies","Dixon My First Ticonderoga Pencil, #2","3/7/13","87415","Low","78664","Central","25387","3/12/13","Regular Air","Texas","9.00","-47.70","1","3","56.00","8","18","2","6"
"Storage  and  Organization","Round Rock","Small Box","62","Pam Gilbert","Corporate","Office Supplies","Iris 3-Drawer Stacking Bin, Black","12/12/13","87423","High","78664","Central","25355","12/14/13","Regular Air","Texas","2.00","-23.60","1","20","83.00","104","440","12","21"
"Appliances","Rowlett","Small Box","63","Gene Diaz","Corporate","Office Supplies","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","3/7/13","87415","Low","75088","Central","25388","3/16/13","Regular Air","Texas","7.00","46.80","1","3","59.00","97","208","4","71"
