Category,City,Container,Continent,Country Region,Customer Id,Customer Name,Customer Segment,Department,Item,Order Date,Order Id,Order Priority,Postal Code,Region,Row Id,Ship Date,Ship Mode,State,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Tables,Chongqing,Jumbo Drum,Asia,China,1177,Randall Beasley,Consumer,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",4/9/10,8646,High,,International,987,4/10/10,Delivery Truck,Chongqing Shi,0.09,1,29,,"2,154","9,559",60,349
Tables,Guangzhou,Jumbo Drum,Asia,China,763,Andrea Briggs,Consumer,Furniture,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",5/12/13,56672,High,,International,13316,5/14/13,Delivery Truck,Guangdong Sheng,0.02,1,10,0.56,65,742,60,85
Tables,Paris,Jumbo Box,Europe,France,1549,Ross Tucker,Consumer,Furniture,Bevis 36 x 72 Conference Tables,8/13/13,52867,High,75012,International,14722,8/14/13,Delivery Truck,le-de-France,0.03,1,30,0.63,379,"3,835",52,124
Office Furnishings,Paris,Jumbo Drum,Europe,France,3085,Ronnie Armstrong,Consumer,Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",1/2/12,24033,High,75010,International,7295,1/4/12,Delivery Truck,le-de-France,0,1,56,0.62,-404,"1,374",16,24
Tables,Toronto,Jumbo Box,North America,Canada,1573,Stacy Elliott,Consumer,Furniture,Hon iLevel Computer Training Table,5/4/12,19649,High,M4B,International,8634,5/5/12,Delivery Truck,Ontario,0.1,1,57,0.65,"-1,286","1,734",46,32
Bookcases,Buenos Aires,Jumbo Box,South America,Argentina,616,Randy W Hamilton,Consumer,Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",8/25/12,15622,High,,International,9854,8/26/12,Delivery Truck,Province de Buenos Aires,0,1,67,0.56,"9,664","16,910",60,241
Bookcases,Santiago,Jumbo Box,South America,Chile,3204,Allen Perry,Consumer,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",10/25/11,51271,High,,International,6512,10/27/11,Delivery Truck,Santiago,0.1,1,56,0.77,-956,"7,171",36,141
Tables,Buenos Aires,Jumbo Box,South America,Argentina,3093,Jamie Roberson,Consumer,Furniture,Bevis Boat-Shaped Conference Table,5/24/10,23205,High,,International,1412,5/25/10,Delivery Truck,Province de Buenos Aires,0.02,1,38,0.75,-633,"10,536",63,262
Tables,Belo Horizonte,Jumbo Box,South America,Brazil,3401,Dianne S Hanson,Consumer,Furniture,Bush Advantage Collection Round Conference Table,4/12/13,2272,High,,International,12801,4/12/13,Delivery Truck,Minas Gerais,0.08,1,39,0.64,-514,"7,680",52,213
Chairs  and  Chairmats,Rio de Janeiro,Jumbo Drum,South America,Brazil,523,Colleen Stark,Consumer,Furniture,Global Deluxe High-Back Office Chair in Storm,10/6/12,19911,High,,International,10313,10/8/12,Delivery Truck,Rio de Janeiro,0.01,1,75,0.76,50,"10,558",29,136
Chairs  and  Chairmats,Bogot,Jumbo Drum,South America,Colombia,1529,Roberta L Justice,Consumer,Furniture,Hon Every-Day Chair Series Swivel Task Chairs,11/1/12,5281,High,,International,10577,11/2/12,Delivery Truck,Bogot D.C.,0,1,122,0.64,"7,492","16,042",30,121
Bookcases,Petersburg,Jumbo Box,North America,United States of America,2418,Kyle Fink,Consumer,Furniture,Sauder Camden County Collection Library,2/14/11,86755,High,23805,South,3883,2/16/11,Delivery Truck,Virginia,0.07,1,11,0.65,40,"1,224",51,115
Tables,Delray Beach,Jumbo Box,North America,United States of America,1668,Marian Anthony,Consumer,Furniture,Bevis 36 x 72 Conference Tables,4/13/13,89478,High,33445,South,12839,4/15/13,Delivery Truck,Florida,0.04,1,10,0.63,-633,"1,220",52,124
Tables,Plant City,Jumbo Box,North America,United States of America,2753,Jane Freeman,Consumer,Furniture,Bretford CR4500 Series Slim Rectangular Table,11/18/12,91510,High,33566,South,10776,11/20/12,Delivery Truck,Florida,0.06,1,23,0.66,-14,"8,128",85,348
Tables,Atlanta,Jumbo Box,North America,United States of America,1745,Herbert Holden,Consumer,Furniture,Bevis 36 x 72 Conference Tables,12/12/10,12224,High,30305,South,3253,12/14/10,Delivery Truck,Georgia,0.04,1,4,0.63,-248,606,52,124
Tables,Bossier City,Jumbo Box,North America,United States of America,2464,Joe George,Consumer,Furniture,Hon Rectangular Conference Tables,5/11/10,88713,High,71111,South,1276,5/11/10,Delivery Truck,Louisiana,0.08,1,16,0.68,-570,"2,850",32,228
Tables,Gulfport,Jumbo Box,North America,United States of America,1554,Joan Floyd,Consumer,Furniture,Bevis 36 x 72 Conference Tables,8/13/10,87487,High,39503,South,2147,8/14/10,Delivery Truck,Mississippi,0.03,1,7,0.63,-4,895,52,124
Tables,Fayetteville,Jumbo Box,North America,United States of America,1574,Sherry Hurley,Consumer,Furniture,Hon iLevel Computer Training Table,5/4/12,86968,High,28314,South,8643,5/5/12,Delivery Truck,North Carolina,0.1,1,14,0.65,-12,426,46,32
Chairs  and  Chairmats,Altamonte Springs,Jumbo Drum,North America,United States of America,1178,Sandy Hunt,Consumer,Furniture,Global Leather Executive Chair,4/9/10,89787,High,32701,South,997,4/11/10,Delivery Truck,Florida,0.06,1,10,0.55,-303,"3,507",39,351
Chairs  and  Chairmats,Palm Coast,Jumbo Drum,North America,United States of America,1531,Jon Ayers,Consumer,Furniture,Hon Every-Day Chair Series Swivel Task Chairs,11/1/12,88855,High,32137,South,10587,11/2/12,Delivery Truck,Florida,0,1,31,0.64,139,"4,076",30,121
Chairs  and  Chairmats,Farragut,Jumbo Drum,North America,United States of America,524,Gina McKnight,Consumer,Furniture,Global Deluxe High-Back Office Chair in Storm,10/6/12,91129,High,37922,South,10318,10/8/12,Delivery Truck,Tennessee,0.01,1,19,0.76,-466,"2,675",29,136
Office Furnishings,Oakland Park,Jumbo Drum,North America,United States of America,3087,Kevin Randall Briggs,Consumer,Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",1/2/12,88383,High,33334,South,7300,1/4/12,Delivery Truck,Florida,0,1,14,0.62,33,344,16,24
Tables,Altamonte Springs,Jumbo Drum,North America,United States of America,1178,Sandy Hunt,Consumer,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",4/9/10,89787,High,32701,South,999,4/10/10,Delivery Truck,Florida,0.09,1,7,,-369,"2,307",60,349
Bookcases,Pueblo West,Jumbo Box,North America,United States of America,618,Robert Cowan,Consumer,Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",8/25/12,88199,High,81007,West,9864,8/26/12,Delivery Truck,Colorado,0,1,17,0.56,"2,167","4,291",60,241
Bookcases,Twin Falls,Jumbo Box,North America,United States of America,3206,Dana Rankin,Consumer,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",10/25/13,87939,High,83301,West,15881,10/27/13,Delivery Truck,Idaho,0.1,1,16,0.77,-797,"2,049",36,141
Bookcases,Troutdale,Jumbo Box,North America,United States of America,3340,Phillip Blum,Consumer,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1/3/11,85982,High,97060,West,3465,1/5/11,Delivery Truck,Oregon,0.07,1,8,0.62,"4,749","6,882",45,881
Tables,Seattle,Jumbo Box,North America,United States of America,308,Glen Caldwell,Consumer,Furniture,"Bevis Round Conference Table Top, X-Base",2/27/13,19332,High,98115,West,12130,3/1/13,Delivery Truck,Washington,0.06,1,46,0.74,-433,"8,247",29,179
Chairs  and  Chairmats,Seattle,Jumbo Drum,North America,United States of America,308,Glen Caldwell,Consumer,Furniture,Global Troy Executive Leather Low-Back Tilter,1/6/12,29958,High,98115,West,7339,1/8/12,Delivery Truck,Washington,0.1,1,36,0.6,"1,363","16,719",26,501
Chairs  and  Chairmats,Seattle,Jumbo Drum,North America,United States of America,2645,Ronnie Dodson,Consumer,Furniture,Hon 4070 Series Pagoda Round Back Stacking Chairs,7/9/13,2209,High,98103,West,14157,7/11/13,Delivery Truck,Washington,0,1,38,0.57,"2,245","13,256",59,321
Chairs  and  Chairmats,Pullman,Jumbo Drum,North America,United States of America,3393,Irene Murphy,Consumer,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,8/21/12,87912,High,99163,West,9819,8/23/12,Delivery Truck,Washington,0.03,1,11,0.62,837,"1,852",30,161
Bookcases,Pontiac,Jumbo Box,North America,United States of America,3000,Priscilla Allen,Consumer,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",7/26/13,87053,Low,48342,Central,14429,7/28/13,Delivery Truck,Michigan,0.01,1,11,0.78,"-1,042","1,174",57,101
Bookcases,Prior Lake,Jumbo Box,North America,United States of America,1707,Rebecca Frazier Foley,Consumer,Furniture,"Bush Cubix Collection Bookcases, Fully Assembled",10/29/12,88789,Low,55372,Central,10543,10/29/12,Delivery Truck,Minnesota,0.1,1,1,0.62,-365,236,65,221
Bookcases,Lufkin,Jumbo Box,North America,United States of America,1368,Patsy Harmon,Consumer,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",2/14/12,90518,Low,75901,Central,7783,2/16/12,Delivery Truck,Texas,0.1,1,1,0.62,-68,131,36,101
Tables,Valparaiso,Jumbo Box,North America,United States of America,1777,Miriam Greenberg,Consumer,Furniture,Hon iLevel Computer Training Table,12/2/11,89947,Low,46383,Central,6931,12/4/11,Delivery Truck,Indiana,0,1,17,0.65,-524,605,46,32
Tables,Waxahachie,Jumbo Box,North America,United States of America,1145,Alvin B Winstead,Consumer,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,10/21/11,87767,Low,75165,Central,6466,10/30/11,Delivery Truck,Texas,0.02,1,13,0.77,-813,"2,254",70,219
Chairs  and  Chairmats,Muscatine,Jumbo Drum,North America,United States of America,1360,Arlene Gibbons,Consumer,Furniture,Novimex Swivel Fabric Task Chair,9/15/11,89598,Low,52761,Central,6042,9/15/11,Delivery Truck,Iowa,0.06,1,5,0.74,-270,725,30,151
Chairs  and  Chairmats,Muscatine,Jumbo Drum,North America,United States of America,1360,Arlene Gibbons,Consumer,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,6/13/11,89597,Low,52761,Central,5070,6/15/11,Delivery Truck,Iowa,0.06,1,2,0.62,-150,327,30,161
Chairs  and  Chairmats,Webster Groves,Jumbo Drum,North America,United States of America,1893,Melanie Burgess,Consumer,Furniture,Global Ergonomic Managers Chair,4/26/10,91262,Low,63119,Central,1156,4/30/10,Delivery Truck,Missouri,0.03,1,5,0.59,589,929,26,181
Chairs  and  Chairmats,Cudahy,Jumbo Drum,North America,United States of America,1480,Yvonne Ryan,Consumer,Furniture,Hon Multipurpose Stacking Arm Chairs,7/26/13,90749,Low,53110,Central,14427,7/28/13,Delivery Truck,Wisconsin,0.06,1,6,0.59,49,"1,331",64,217
Bookcases,Portland,Jumbo Box,North America,United States of America,413,Mildred Mullen,Consumer,Furniture,DMI Eclipse Executive Suite Bookcases,6/1/11,87907,Low,4101,East,4968,6/8/11,Delivery Truck,Maine,0,1,14,0.66,"4,898","7,099",41,501
Bookcases,Potomac,Jumbo Box,North America,United States of America,307,Roy Love,Consumer,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",10/29/13,87070,Low,20854,East,15957,10/31/13,Delivery Truck,Maryland,0.04,1,8,0.62,-159,809,36,101
Bookcases,Syracuse,Jumbo Box,North America,United States of America,55,Marvin Hawley,Consumer,Furniture,"OSullivan Elevations Bookcase, Cherry Finish",10/20/11,88077,Low,13210,East,6456,10/25/11,Delivery Truck,New York,0.07,1,6,0.69,-414,815,55,131
Tables,Bangor,Jumbo Box,North America,United States of America,2534,Mitchell Goldberg,Consumer,Furniture,Bevis 36 x 72 Conference Tables,9/4/13,87460,Low,4401,East,15069,9/9/13,Delivery Truck,Maine,0.07,1,11,0.63,-460,"1,379",52,124
Tables,Bangor,Jumbo Box,North America,United States of America,708,Marianne Sutton,Consumer,Furniture,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",4/22/13,87989,Low,4401,East,12969,4/27/13,Delivery Truck,Maine,0.09,1,9,0.68,-526,"1,476",29,218
Tables,North Royalton,Jumbo Box,North America,United States of America,2885,Gary Frazier,Consumer,Furniture,Global Adaptabilities Conference Tables,2/9/13,87642,Low,44133,East,11875,2/11/13,Delivery Truck,Ohio,0.04,1,4,0.66,-679,871,36,281
Tables,Findlay,Jumbo Box,North America,United States of America,1842,Kristin Hodge,Consumer,Furniture,Iceberg OfficeWorks 42 Round Tables,8/30/11,90609,Low,45840,East,5882,9/4/11,Delivery Truck,Ohio,0.03,1,3,0.7,-190,468,16,151
Chairs  and  Chairmats,Toledo,Jumbo Drum,North America,United States of America,3078,Kate McKenna,Consumer,Furniture,Office Star - Task Chair with Contemporary Loop Arms,12/14/11,88245,Low,43615,East,7101,12/18/11,Delivery Truck,Ohio,0.03,1,5,0.61,-36,483,30,91
Chairs  and  Chairmats,Pottstown,Jumbo Drum,North America,United States of America,1709,Dennis Bowen,Consumer,Furniture,Global Ergonomic Managers Chair,8/10/13,88791,Low,19464,East,14680,8/15/13,Delivery Truck,Pennsylvania,0.07,1,2,0.59,-85,374,26,181
Chairs  and  Chairmats,Pittsburgh,Jumbo Drum,North America,United States of America,2797,Cameron Kendall,Consumer,Furniture,"Metal Folding Chairs, Beige, 4/Carton",9/15/13,87565,Low,15122,East,15268,9/22/13,Delivery Truck,Pennsylvania,0.1,1,8,0.58,-163,256,19,34
Chairs  and  Chairmats,Philadelphia,Jumbo Drum,North America,United States of America,3079,Andrew Levine,Consumer,Furniture,Office Star - Task Chair with Contemporary Loop Arms,12/14/11,56837,Low,19112,East,7088,12/18/11,Delivery Truck,Pennsylvania,0.03,1,19,0.61,-71,"1,834",30,91
Tables,Abidjan,Jumbo Box,Africa,Cte-dIvoire,1841,Fred Fletcher,Consumer,Furniture,Iceberg OfficeWorks 42 Round Tables,8/30/11,34530,Low,,International,5869,9/4/11,Delivery Truck,Rgion des Lagunes,0.03,1,13,0.7,219,"2,029",16,151
Bookcases,Beijing,Jumbo Box,Asia,China,2997,Alan Morris,Consumer,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",7/26/10,24933,Low,,International,1964,7/28/10,Delivery Truck,Beijing,0.01,1,38,0.78,"-1,142","4,057",57,101
Bookcases,Shenzhen,Jumbo Box,Asia,China,410,Rhonda McCall,Consumer,Furniture,DMI Eclipse Executive Suite Bookcases,6/1/11,4033,Low,,International,4963,6/8/11,Delivery Truck,Guangdong Sheng,0,1,57,0.66,"18,575","28,904",41,501
Bookcases,Jalandhar,Jumbo Box,Asia,India,3256,Charlene Cowan,Consumer,Furniture,OSullivan 5-Shelf Heavy-Duty Bookcases,9/27/11,39140,Low,,International,6202,10/2/11,Delivery Truck,Punjab,0.02,1,47,0.6,-624,"4,101",56,82
Bookcases,Jalandhar,Jumbo Box,Asia,India,54,Phillip Erickson,Consumer,Furniture,"OSullivan Elevations Bookcase, Cherry Finish",10/20/11,14086,Low,,International,6448,10/25/11,Delivery Truck,Punjab,0.07,1,23,0.69,-460,"3,123",55,131
Bookcases,Seoul,Jumbo Box,Asia,Republic of Korea,1366,Jordan Hahn,Consumer,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",2/14/12,45991,Low,,International,7772,2/16/12,Delivery Truck,Soul,0.1,1,1,0.62,-68,131,36,101
Bookcases,Moscow,Jumbo Box,Asia,Russian Federation,650,Marcia Kemp Stein,Consumer,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",8/15/13,38598,Low,,International,14759,8/19/13,Delivery Truck,Moskva (city),0.04,1,34,0.62,"20,937","29,330",45,881
Tables,Delhi,Jumbo Box,Asia,India,2651,Jessica Brennan,Consumer,Furniture,"Bevis Round Conference Table Top, X-Base",8/19/13,20096,Low,,International,14818,8/24/13,Delivery Truck,National Capital Territory of Delhi,0.03,1,70,0.74,670,"12,232",29,179
Tables,Jalandhar,Jumbo Box,Asia,India,3256,Charlene Cowan,Consumer,Furniture,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,2/5/12,32007,Low,,International,7642,2/9/12,Delivery Truck,Punjab,0.06,1,46,0.79,10,"19,577",75,417
Tables,Karachi,Jumbo Box,Asia,Pakistan,3298,Tom Stephens,Consumer,Furniture,Bevis Boat-Shaped Conference Table,7/20/13,23041,Low,,International,14342,7/27/13,Delivery Truck,Sindh,0.08,1,14,0.75,"-1,110","3,700",63,262
Tables,Manila,Jumbo Box,Asia,Philippines,1144,Meredith Pearson,Consumer,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,10/21/11,2628,Low,,International,6463,10/30/11,Delivery Truck,Rgion Capitale Nationale,0.02,1,52,0.77,-903,"9,018",70,219
Tables,Istanbul,Jumbo Box,Asia,Turkey,2367,Paula P Lester,Consumer,Furniture,Bevis Rectangular Conference Tables,4/15/12,21063,Low,,International,8410,4/15/12,Delivery Truck,Istanbul,0,1,54,0.69,-280,"8,257",52,146
Tables,Istanbul,Jumbo Box,Asia,Turkey,1774,Molly Watson,Consumer,Furniture,Hon iLevel Computer Training Table,12/2/11,25315,Low,,International,6924,12/4/11,Delivery Truck,Istanbul,0,1,67,0.65,786,"2,383",46,32
Chairs  and  Chairmats,Jakarta,Jumbo Drum,Asia,Indonesia,1717,Greg West,Consumer,Furniture,"Global Leather and Oak Executive Chair, Black",3/8/13,13542,Low,,International,12274,3/15/13,Delivery Truck,Jakarta,0.01,1,11,0.56,404,"3,572",65,301
Chairs  and  Chairmats,Tokyo,Jumbo Drum,Asia,Japan,3061,Claire Wooten,Consumer,Furniture,Novimex Turbo Task Chair,4/7/11,11943,Low,,International,4381,4/9/11,Delivery Truck,Tokyo,0.08,1,19,0.73,-426,"1,271",30,71
Chairs  and  Chairmats,Karachi,Jumbo Drum,Asia,Pakistan,2031,Leigh R Jain,Consumer,Furniture,"Global Deluxe Stacking Chair, Gray",1/18/13,51044,Low,,International,11559,1/22/13,Delivery Truck,Sindh,0.07,1,29,0.56,48,"1,487",14,51
Chairs  and  Chairmats,Manila,Jumbo Drum,Asia,Philippines,1892,Bryan Dunlap,Consumer,Furniture,Global Ergonomic Managers Chair,4/26/10,34567,Low,,International,1152,4/30/10,Delivery Truck,Rgion Capitale Nationale,0.03,1,18,0.59,589,"3,344",26,181
Chairs  and  Chairmats,Seoul,Jumbo Drum,Asia,Republic of Korea,1477,Sean Hodges,Consumer,Furniture,Hon Multipurpose Stacking Arm Chairs,7/26/13,23174,Low,,International,14419,7/28/13,Delivery Truck,Soul,0.06,1,22,0.59,164,"4,881",64,217
Chairs  and  Chairmats,Seoul,Jumbo Drum,Asia,Republic of Korea,2793,Terri Bond,Consumer,Furniture,"Metal Folding Chairs, Beige, 4/Carton",9/15/13,24263,Low,,International,15258,9/22/13,Delivery Truck,Soul,0.1,1,34,0.58,-425,"1,090",19,34
Chairs  and  Chairmats,Moscow,Jumbo Drum,Asia,Russian Federation,1982,Neal Burnette,Consumer,Furniture,Hon Comfortask Task/Swivel Chairs,11/24/13,37765,Low,,International,16291,11/29/13,Delivery Truck,Moskva (city),0.01,1,43,0.69,530,"5,251",30,114
Chairs  and  Chairmats,Moscow,Jumbo Drum,Asia,Russian Federation,1359,Bradley Locklear,Consumer,Furniture,Novimex Swivel Fabric Task Chair,9/15/11,7968,Low,,International,6036,9/15/11,Delivery Truck,Moskva (city),0.06,1,18,0.74,-270,"2,609",30,151
Chairs  and  Chairmats,Moscow,Jumbo Drum,Asia,Russian Federation,1359,Bradley Locklear,Consumer,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,6/13/11,14275,Low,,International,5065,6/15/11,Delivery Truck,Moskva (city),0.06,1,6,0.62,-282,980,30,161
Tables,Manila,Jumbo Drum,Asia,Philippines,1868,Diane King,Consumer,Furniture,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",2/23/13,51239,Low,,International,12081,2/25/13,Delivery Truck,Rgion Capitale Nationale,0.09,1,48,0.56,"-1,297","4,046",60,85
Tables,Auckland,Jumbo Box,Australasia,New Zealand,2726,Christine Underwood,Consumer,Furniture,"Bush Cubix Conference Tables, Fully Assembled",3/6/13,24391,Low,1010,International,12253,3/10/13,Delivery Truck,Auckland,0.08,1,14,0.6,502,"3,237",24,231
Tables,Paris,Jumbo Box,Europe,France,2528,Kathleen Zhang,Consumer,Furniture,Bevis 36 x 72 Conference Tables,9/4/13,16231,Low,75004,International,15063,9/9/13,Delivery Truck,le-de-France,0.07,1,42,0.63,"-1,201","5,263",52,124
Tables,Paris,Jumbo Box,Europe,France,2636,Joann Thomas,Consumer,Furniture,Bush Advantage Collection Round Conference Table,10/20/12,57380,Low,75004,International,10453,10/24/12,Delivery Truck,le-de-France,0.05,1,6,0.64,-114,"1,092",52,213
Bookcases,Guadalajara,Jumbo Box,North America,Mexico,3175,Kristine Johnson,Consumer,Furniture,OSullivan 3-Shelf Heavy-Duty Bookcases,12/25/10,21442,Low,,International,3379,1/1/11,Delivery Truck,Jalisco,0.02,1,89,0.61,460,"5,494",37,58
